,Field,Subfield,Year,Month,Price
2,武侯,棕北,2017,10,12579
3,武侯,棕北,2017,09,12079
4,武侯,棕北,2017,08,12002
5,武侯,棕北,2017,07,12128
6,武侯,棕北,2017,06,12109
7,武侯,棕北,2017,05,11872
8,武侯,棕北,2017,04,11592
9,武侯,棕北,2017,03,10641
10,武侯,棕北,2017,02,10176
11,武侯,棕北,2017,01,10044
0,武侯,棕北,2017,12,12961
1,武侯,棕北,2017,11,12477
2,武侯,棕北,2017,10,12579
3,武侯,棕北,2017,09,12079
4,武侯,棕北,2017,08,12002
5,武侯,棕北,2017,07,12128
6,武侯,棕北,2017,06,12109
7,武侯,棕北,2017,05,11872
8,武侯,棕北,2017,04,11592
9,武侯,棕北,2017,03,10641
10,武侯,棕北,2017,02,10176
11,武侯,棕北,2017,01,10044
0,武侯,棕北,2017,12,12961
1,武侯,棕北,2017,11,12477
2,武侯,棕北,2017,10,12579
3,武侯,棕北,2017,09,12079
4,武侯,棕北,2017,08,12002
5,武侯,棕北,2017,07,12128
6,武侯,棕北,2017,06,12109
7,武侯,棕北,2017,05,11872
8,武侯,棕北,2017,04,11592
9,武侯,棕北,2017,03,10641
10,武侯,棕北,2017,02,10176
11,武侯,棕北,2017,01,10044
0,武侯,棕北,2017,12,12961
1,武侯,棕北,2017,11,12477
2,武侯,棕北,2017,10,12579
3,武侯,棕北,2017,09,12079
4,武侯,棕北,2017,08,12002
5,武侯,棕北,2017,07,12128
6,武侯,棕北,2017,06,12109
7,武侯,棕北,2017,05,11872
8,武侯,棕北,2017,04,11592
9,武侯,棕北,2017,03,10641
10,武侯,棕北,2017,02,10176
11,武侯,棕北,2017,01,10044
0,武侯,棕北,2017,12,12961
1,武侯,棕北,2017,11,12477
2,武侯,棕北,2017,10,12579
3,武侯,棕北,2017,09,12079
4,武侯,棕北,2017,08,12002
5,武侯,棕北,2017,07,12128
6,武侯,棕北,2017,06,12109
7,武侯,棕北,2017,05,11872
8,武侯,棕北,2017,04,11592
9,武侯,棕北,2017,03,10641
10,武侯,棕北,2017,02,10176
11,武侯,棕北,2017,01,10044
0,武侯,棕北,2017,12,12961
1,武侯,棕北,2017,11,12477
2,武侯,棕北,2017,10,12579
3,武侯,棕北,2017,09,12079
4,武侯,棕北,2017,08,12002
5,武侯,棕北,2017,07,12128
6,武侯,棕北,2017,06,12109
7,武侯,棕北,2017,05,11872
8,武侯,棕北,2017,04,11592
9,武侯,棕北,2017,03,10641
10,武侯,棕北,2017,02,10176
11,武侯,棕北,2017,01,10044
0,成华,全部,2017,12,13645
1,成华,全部,2017,11,13080
2,成华,全部,2017,10,12292
3,成华,全部,2017,09,11668
4,成华,全部,2017,08,11076
5,成华,全部,2017,07,10772
6,成华,全部,2017,06,10510
7,成华,全部,2017,05,10154
8,成华,全部,2017,04,9958
9,成华,全部,2017,03,9607
10,成华,全部,2017,02,9218
11,成华,全部,2017,01,9170
0,成华,全部,2017,12,13645
1,成华,全部,2017,11,13080
2,成华,全部,2017,10,12292
3,成华,全部,2017,09,11668
4,成华,全部,2017,08,11076
5,成华,全部,2017,07,10772
6,成华,全部,2017,06,10510
7,成华,全部,2017,05,10154
8,成华,全部,2017,04,9958
9,成华,全部,2017,03,9607
10,成华,全部,2017,02,9218
11,成华,全部,2017,01,9170
0,成华,八里庄,2017,12,13832
1,成华,八里庄,2017,11,12866
2,成华,八里庄,2017,10,12035
3,成华,八里庄,2017,09,11705
4,成华,八里庄,2017,08,11198
5,成华,八里庄,2017,07,10465
6,成华,八里庄,2017,06,10012
7,成华,八里庄,2017,05,9572
8,成华,八里庄,2017,04,9250
9,成华,八里庄,2017,03,8898
10,成华,八里庄,2017,02,8535
11,成华,八里庄,2017,01,8656
0,成华,八里庄,2017,12,13832
1,成华,八里庄,2017,11,12866
2,成华,八里庄,2017,10,12035
3,成华,八里庄,2017,09,11705
4,成华,八里庄,2017,08,11198
5,成华,八里庄,2017,07,10465
6,成华,八里庄,2017,06,10012
7,成华,八里庄,2017,05,9572
8,成华,八里庄,2017,04,9250
9,成华,八里庄,2017,03,8898
10,成华,八里庄,2017,02,8535
11,成华,八里庄,2017,01,8656
0,成华,北湖公园,2017,12,7307
1,成华,北湖公园,2017,11,7498
2,成华,北湖公园,2017,10,6999
3,成华,北湖公园,2017,09,7774
4,成华,北湖公园,2017,08,8070
5,成华,北湖公园,2017,07,9462
6,成华,北湖公园,2017,06,7525
7,成华,北湖公园,2017,05,7643
8,成华,北湖公园,2017,04,7733
9,成华,北湖公园,2017,03,7703
10,成华,北湖公园,2017,02,6815
11,成华,北湖公园,2017,01,6733
0,成华,北湖公园,2017,12,7307
1,成华,北湖公园,2017,11,7498
2,成华,北湖公园,2017,10,6999
3,成华,北湖公园,2017,09,7774
4,成华,北湖公园,2017,08,8070
5,成华,北湖公园,2017,07,9462
6,成华,北湖公园,2017,06,7525
7,成华,北湖公园,2017,05,7643
8,成华,北湖公园,2017,04,7733
9,成华,北湖公园,2017,03,7703
10,成华,北湖公园,2017,02,6815
11,成华,北湖公园,2017,01,6733
0,成华,成渝立交,2017,12,16932
1,成华,成渝立交,2017,11,14785
2,成华,成渝立交,2017,10,13481
3,成华,成渝立交,2017,09,12772
4,成华,成渝立交,2017,08,12379
5,成华,成渝立交,2017,07,11077
6,成华,成渝立交,2017,06,10756
7,成华,成渝立交,2017,05,11058
8,成华,成渝立交,2017,04,12729
9,成华,成渝立交,2017,03,11697
10,成华,成渝立交,2017,02,10762
11,成华,成渝立交,2017,01,10677
0,成华,成渝立交,2017,12,16932
1,成华,成渝立交,2017,11,14785
2,成华,成渝立交,2017,10,13481
3,成华,成渝立交,2017,09,12772
4,成华,成渝立交,2017,08,12379
5,成华,成渝立交,2017,07,11077
6,成华,成渝立交,2017,06,10756
7,成华,成渝立交,2017,05,11058
8,成华,成渝立交,2017,04,12729
9,成华,成渝立交,2017,03,11697
10,成华,成渝立交,2017,02,10762
11,成华,成渝立交,2017,01,10677
0,成华,动物园,2017,12,16718
1,成华,动物园,2017,11,16550
2,成华,动物园,2017,10,14911
3,成华,动物园,2017,09,12708
4,成华,动物园,2017,08,12059
5,成华,动物园,2017,07,11406
6,成华,动物园,2017,06,11137
7,成华,动物园,2017,05,10990
8,成华,动物园,2017,04,10257
9,成华,动物园,2017,03,9624
10,成华,动物园,2017,02,8909
11,成华,动物园,2017,01,8850
0,成华,动物园,2017,12,16718
1,成华,动物园,2017,11,16550
2,成华,动物园,2017,10,14911
3,成华,动物园,2017,09,12708
4,成华,动物园,2017,08,12059
5,成华,动物园,2017,07,11406
6,成华,动物园,2017,06,11137
7,成华,动物园,2017,05,10990
8,成华,动物园,2017,04,10257
9,成华,动物园,2017,03,9624
10,成华,动物园,2017,02,8909
11,成华,动物园,2017,01,8850
0,成华,东郊记忆,2017,12,14645
1,成华,东郊记忆,2017,11,14291
2,成华,东郊记忆,2017,10,13797
3,成华,东郊记忆,2017,09,12978
4,成华,东郊记忆,2017,08,12258
5,成华,东郊记忆,2017,07,12336
6,成华,东郊记忆,2017,06,12854
7,成华,东郊记忆,2017,05,12240
8,成华,东郊记忆,2017,04,11579
9,成华,东郊记忆,2017,03,10256
10,成华,东郊记忆,2017,02,9662
11,成华,东郊记忆,2017,01,9446
0,成华,东郊记忆,2017,12,14645
1,成华,东郊记忆,2017,11,14291
2,成华,东郊记忆,2017,10,13797
3,成华,东郊记忆,2017,09,12978
4,成华,东郊记忆,2017,08,12258
5,成华,东郊记忆,2017,07,12336
6,成华,东郊记忆,2017,06,12854
7,成华,东郊记忆,2017,05,12240
8,成华,东郊记忆,2017,04,11579
9,成华,东郊记忆,2017,03,10256
10,成华,东郊记忆,2017,02,9662
11,成华,东郊记忆,2017,01,9446
0,成华,东客站,2017,12,16451
1,成华,东客站,2017,11,15814
2,成华,东客站,2017,10,14495
3,成华,东客站,2017,09,11962
4,成华,东客站,2017,08,10262
5,成华,东客站,2017,07,11124
6,成华,东客站,2017,06,11439
7,成华,东客站,2017,05,11981
8,成华,东客站,2017,04,11296
9,成华,东客站,2017,03,10540
10,成华,东客站,2017,02,10317
11,成华,东客站,2017,01,9751
0,成华,东客站,2017,12,16451
1,成华,东客站,2017,11,15814
2,成华,东客站,2017,10,14495
3,成华,东客站,2017,09,11962
4,成华,东客站,2017,08,10262
5,成华,东客站,2017,07,11124
6,成华,东客站,2017,06,11439
7,成华,东客站,2017,05,11981
8,成华,东客站,2017,04,11296
9,成华,东客站,2017,03,10540
10,成华,东客站,2017,02,10317
11,成华,东客站,2017,01,9751
0,成华,电子科大,2017,12,13252
1,成华,电子科大,2017,11,12832
2,成华,电子科大,2017,10,12527
3,成华,电子科大,2017,09,12384
4,成华,电子科大,2017,08,12348
5,成华,电子科大,2017,07,12184
6,成华,电子科大,2017,06,11509
7,成华,电子科大,2017,05,10926
8,成华,电子科大,2017,04,10735
9,成华,电子科大,2017,03,10018
10,成华,电子科大,2017,02,9671
11,成华,电子科大,2017,01,9499
0,成华,电子科大,2017,12,13252
1,成华,电子科大,2017,11,12832
2,成华,电子科大,2017,10,12527
3,成华,电子科大,2017,09,12384
4,成华,电子科大,2017,08,12348
5,成华,电子科大,2017,07,12184
6,成华,电子科大,2017,06,11509
7,成华,电子科大,2017,05,10926
8,成华,电子科大,2017,04,10735
9,成华,电子科大,2017,03,10018
10,成华,电子科大,2017,02,9671
11,成华,电子科大,2017,01,9499
0,成华,二仙桥,2017,12,12053
1,成华,二仙桥,2017,11,11454
2,成华,二仙桥,2017,10,10673
3,成华,二仙桥,2017,09,10056
4,成华,二仙桥,2017,08,10022
5,成华,二仙桥,2017,07,9928
6,成华,二仙桥,2017,06,9041
7,成华,二仙桥,2017,05,8482
8,成华,二仙桥,2017,04,7861
9,成华,二仙桥,2017,03,7236
10,成华,二仙桥,2017,02,8048
11,成华,二仙桥,2017,01,8030
0,成华,二仙桥,2017,12,12053
1,成华,二仙桥,2017,11,11454
2,成华,二仙桥,2017,10,10673
3,成华,二仙桥,2017,09,10056
4,成华,二仙桥,2017,08,10022
5,成华,二仙桥,2017,07,9928
6,成华,二仙桥,2017,06,9041
7,成华,二仙桥,2017,05,8482
8,成华,二仙桥,2017,04,7861
9,成华,二仙桥,2017,03,7236
10,成华,二仙桥,2017,02,8048
11,成华,二仙桥,2017,01,8030
0,成华,府青路,2017,12,13704
1,成华,府青路,2017,11,13207
2,成华,府青路,2017,10,12115
3,成华,府青路,2017,09,11271
4,成华,府青路,2017,08,10597
5,成华,府青路,2017,07,10093
6,成华,府青路,2017,06,9992
7,成华,府青路,2017,05,9973
8,成华,府青路,2017,04,9875
9,成华,府青路,2017,03,9820
10,成华,府青路,2017,02,9451
11,成华,府青路,2017,01,9381
0,成华,府青路,2017,12,13704
1,成华,府青路,2017,11,13207
2,成华,府青路,2017,10,12115
3,成华,府青路,2017,09,11271
4,成华,府青路,2017,08,10597
5,成华,府青路,2017,07,10093
6,成华,府青路,2017,06,9992
7,成华,府青路,2017,05,9973
8,成华,府青路,2017,04,9875
9,成华,府青路,2017,03,9820
10,成华,府青路,2017,02,9451
11,成华,府青路,2017,01,9381
0,成华,建设路,2017,12,13673
1,成华,建设路,2017,11,13469
2,成华,建设路,2017,10,12772
3,成华,建设路,2017,09,11686
4,成华,建设路,2017,08,11167
5,成华,建设路,2017,07,11087
6,成华,建设路,2017,06,10886
7,成华,建设路,2017,05,10675
8,成华,建设路,2017,04,10438
9,成华,建设路,2017,03,9989
10,成华,建设路,2017,02,9795
11,成华,建设路,2017,01,9841
0,成华,建设路,2017,12,13673
1,成华,建设路,2017,11,13469
2,成华,建设路,2017,10,12772
3,成华,建设路,2017,09,11686
4,成华,建设路,2017,08,11167
5,成华,建设路,2017,07,11087
6,成华,建设路,2017,06,10886
7,成华,建设路,2017,05,10675
8,成华,建设路,2017,04,10438
9,成华,建设路,2017,03,9989
10,成华,建设路,2017,02,9795
11,成华,建设路,2017,01,9841
0,成华,龙潭寺,2017,12,10936
1,成华,龙潭寺,2017,11,10344
2,成华,龙潭寺,2017,10,9108
3,成华,龙潭寺,2017,09,8388
4,成华,龙潭寺,2017,08,8184
5,成华,龙潭寺,2017,07,8589
6,成华,龙潭寺,2017,06,7739
7,成华,龙潭寺,2017,05,7405
8,成华,龙潭寺,2017,04,7829
9,成华,龙潭寺,2017,03,7829
10,成华,龙潭寺,2017,02,7630
11,成华,龙潭寺,2017,01,7458
0,成华,龙潭寺,2017,12,10936
1,成华,龙潭寺,2017,11,10344
2,成华,龙潭寺,2017,10,9108
3,成华,龙潭寺,2017,09,8388
4,成华,龙潭寺,2017,08,8184
5,成华,龙潭寺,2017,07,8589
6,成华,龙潭寺,2017,06,7739
7,成华,龙潭寺,2017,05,7405
8,成华,龙潭寺,2017,04,7829
9,成华,龙潭寺,2017,03,7829
10,成华,龙潭寺,2017,02,7630
11,成华,龙潭寺,2017,01,7458
0,成华,理工大,2017,12,13983
1,成华,理工大,2017,11,13533
2,成华,理工大,2017,10,12784
3,成华,理工大,2017,09,11962
4,成华,理工大,2017,08,11176
5,成华,理工大,2017,07,9853
6,成华,理工大,2017,06,9402
7,成华,理工大,2017,05,9086
8,成华,理工大,2017,04,8679
9,成华,理工大,2017,03,8028
10,成华,理工大,2017,02,8289
11,成华,理工大,2017,01,8053
0,成华,猛追湾,2017,12,14478
1,成华,猛追湾,2017,11,14168
2,成华,猛追湾,2017,10,13173
3,成华,猛追湾,2017,09,12706
4,成华,猛追湾,2017,08,12302
5,成华,猛追湾,2017,07,12342
6,成华,猛追湾,2017,06,10892
7,成华,猛追湾,2017,05,10505
8,成华,猛追湾,2017,04,10406
9,成华,猛追湾,2017,03,9873
10,成华,猛追湾,2017,02,9611
11,成华,猛追湾,2017,01,9422
0,成华,猛追湾,2017,12,14478
1,成华,猛追湾,2017,11,14168
2,成华,猛追湾,2017,10,13173
3,成华,猛追湾,2017,09,12706
4,成华,猛追湾,2017,08,12302
5,成华,猛追湾,2017,07,12342
6,成华,猛追湾,2017,06,10892
7,成华,猛追湾,2017,05,10505
8,成华,猛追湾,2017,04,10406
9,成华,猛追湾,2017,03,9873
10,成华,猛追湾,2017,02,9611
11,成华,猛追湾,2017,01,9422
0,成华,驷马桥,2017,12,13057
1,成华,驷马桥,2017,11,12499
2,成华,驷马桥,2017,10,11673
3,成华,驷马桥,2017,09,10934
4,成华,驷马桥,2017,08,10559
5,成华,驷马桥,2017,07,10603
6,成华,驷马桥,2017,06,10609
7,成华,驷马桥,2017,05,10012
8,成华,驷马桥,2017,04,9595
9,成华,驷马桥,2017,03,8773
10,成华,驷马桥,2017,02,8506
11,成华,驷马桥,2017,01,8508
0,成华,驷马桥,2017,12,13057
1,成华,驷马桥,2017,11,12499
2,成华,驷马桥,2017,10,11673
3,成华,驷马桥,2017,09,10934
4,成华,驷马桥,2017,08,10559
5,成华,驷马桥,2017,07,10603
6,成华,驷马桥,2017,06,10609
7,成华,驷马桥,2017,05,10012
8,成华,驷马桥,2017,04,9595
9,成华,驷马桥,2017,03,8773
10,成华,驷马桥,2017,02,8506
11,成华,驷马桥,2017,01,8508
0,成华,双桥子,2017,12,14172
1,成华,双桥子,2017,11,13496
2,成华,双桥子,2017,10,12487
3,成华,双桥子,2017,09,12089
4,成华,双桥子,2017,08,11714
5,成华,双桥子,2017,07,11085
6,成华,双桥子,2017,06,10920
7,成华,双桥子,2017,05,10848
8,成华,双桥子,2017,04,10397
9,成华,双桥子,2017,03,9924
10,成华,双桥子,2017,02,9155
11,成华,双桥子,2017,01,8881
0,成华,双桥子,2017,12,14172
1,成华,双桥子,2017,11,13496
2,成华,双桥子,2017,10,12487
3,成华,双桥子,2017,09,12089
4,成华,双桥子,2017,08,11714
5,成华,双桥子,2017,07,11085
6,成华,双桥子,2017,06,10920
7,成华,双桥子,2017,05,10848
8,成华,双桥子,2017,04,10397
9,成华,双桥子,2017,03,9924
10,成华,双桥子,2017,02,9155
11,成华,双桥子,2017,01,8881
0,成华,万年场,2017,12,14190
1,成华,万年场,2017,11,13786
2,成华,万年场,2017,10,12832
3,成华,万年场,2017,09,12125
4,成华,万年场,2017,08,11616
5,成华,万年场,2017,07,11536
6,成华,万年场,2017,06,11104
7,成华,万年场,2017,05,10340
8,成华,万年场,2017,04,10135
9,成华,万年场,2017,03,9541
10,成华,万年场,2017,02,8929
11,成华,万年场,2017,01,8899
0,成华,万年场,2017,12,14190
1,成华,万年场,2017,11,13786
2,成华,万年场,2017,10,12832
3,成华,万年场,2017,09,12125
4,成华,万年场,2017,08,11616
5,成华,万年场,2017,07,11536
6,成华,万年场,2017,06,11104
7,成华,万年场,2017,05,10340
8,成华,万年场,2017,04,10135
9,成华,万年场,2017,03,9541
10,成华,万年场,2017,02,8929
11,成华,万年场,2017,01,8899
0,成华,新华公园,2017,12,15084
1,成华,新华公园,2017,11,14320
2,成华,新华公园,2017,10,13058
3,成华,新华公园,2017,09,11993
4,成华,新华公园,2017,08,11520
5,成华,新华公园,2017,07,11365
6,成华,新华公园,2017,06,10872
7,成华,新华公园,2017,05,10313
8,成华,新华公园,2017,04,9736
9,成华,新华公园,2017,03,9495
10,成华,新华公园,2017,02,8985
11,成华,新华公园,2017,01,9007
0,成华,新华公园,2017,12,15084
1,成华,新华公园,2017,11,14320
2,成华,新华公园,2017,10,13058
3,成华,新华公园,2017,09,11993
4,成华,新华公园,2017,08,11520
5,成华,新华公园,2017,07,11365
6,成华,新华公园,2017,06,10872
7,成华,新华公园,2017,05,10313
8,成华,新华公园,2017,04,9736
9,成华,新华公园,2017,03,9495
10,成华,新华公园,2017,02,8985
11,成华,新华公园,2017,01,9007
0,成华,熊猫基地,2017,12,11653
1,成华,熊猫基地,2017,11,10969
2,成华,熊猫基地,2017,10,11052
3,成华,熊猫基地,2017,09,9901
4,成华,熊猫基地,2017,08,8913
5,成华,熊猫基地,2017,07,8937
6,成华,熊猫基地,2017,06,8824
7,成华,熊猫基地,2017,05,9270
8,成华,熊猫基地,2017,04,9525
9,成华,熊猫基地,2017,03,8143
10,成华,熊猫基地,2017,02,7925
11,成华,熊猫基地,2017,01,7820
0,成华,熊猫基地,2017,12,11653
1,成华,熊猫基地,2017,11,10969
2,成华,熊猫基地,2017,10,11052
3,成华,熊猫基地,2017,09,9901
4,成华,熊猫基地,2017,08,8913
5,成华,熊猫基地,2017,07,8937
6,成华,熊猫基地,2017,06,8824
7,成华,熊猫基地,2017,05,9270
8,成华,熊猫基地,2017,04,9525
9,成华,熊猫基地,2017,03,8143
10,成华,熊猫基地,2017,02,7925
11,成华,熊猫基地,2017,01,7820
0,成华,玉双路,2017,12,13023
1,成华,玉双路,2017,11,12518
2,成华,玉双路,2017,10,12017
3,成华,玉双路,2017,09,11536
4,成华,玉双路,2017,08,11015
5,成华,玉双路,2017,07,10431
6,成华,玉双路,2017,06,10159
7,成华,玉双路,2017,05,10007
8,成华,玉双路,2017,04,9898
9,成华,玉双路,2017,03,9584
10,成华,玉双路,2017,02,8999
11,成华,玉双路,2017,01,9031
0,成华,玉双路,2017,12,13023
1,成华,玉双路,2017,11,12518
2,成华,玉双路,2017,10,12017
3,成华,玉双路,2017,09,11536
4,成华,玉双路,2017,08,11015
5,成华,玉双路,2017,07,10431
6,成华,玉双路,2017,06,10159
7,成华,玉双路,2017,05,10007
8,成华,玉双路,2017,04,9898
9,成华,玉双路,2017,03,9584
10,成华,玉双路,2017,02,8999
11,成华,玉双路,2017,01,9031
0,成华,玉双路,2017,12,13023
1,成华,玉双路,2017,11,12518
2,成华,玉双路,2017,10,12017
3,成华,玉双路,2017,09,11536
4,成华,玉双路,2017,08,11015
5,成华,玉双路,2017,07,10431
6,成华,玉双路,2017,06,10159
7,成华,玉双路,2017,05,10007
8,成华,玉双路,2017,04,9898
9,成华,玉双路,2017,03,9584
10,成华,玉双路,2017,02,8999
11,成华,玉双路,2017,01,9031
0,成华,玉双路,2017,12,13023
1,成华,玉双路,2017,11,12518
2,成华,玉双路,2017,10,12017
3,成华,玉双路,2017,09,11536
4,成华,玉双路,2017,08,11015
5,成华,玉双路,2017,07,10431
6,成华,玉双路,2017,06,10159
7,成华,玉双路,2017,05,10007
8,成华,玉双路,2017,04,9898
9,成华,玉双路,2017,03,9584
10,成华,玉双路,2017,02,8999
11,成华,玉双路,2017,01,9031
0,成华,玉双路,2017,12,13023
1,成华,玉双路,2017,11,12518
2,成华,玉双路,2017,10,12017
3,成华,玉双路,2017,09,11536
4,成华,玉双路,2017,08,11015
5,成华,玉双路,2017,07,10431
6,成华,玉双路,2017,06,10159
7,成华,玉双路,2017,05,10007
8,成华,玉双路,2017,04,9898
9,成华,玉双路,2017,03,9584
10,成华,玉双路,2017,02,8999
11,成华,玉双路,2017,01,9031
0,成华,玉双路,2017,12,13023
1,成华,玉双路,2017,11,12518
2,成华,玉双路,2017,10,12017
3,成华,玉双路,2017,09,11536
4,成华,玉双路,2017,08,11015
5,成华,玉双路,2017,07,10431
6,成华,玉双路,2017,06,10159
7,成华,玉双路,2017,05,10007
8,成华,玉双路,2017,04,9898
9,成华,玉双路,2017,03,9584
10,成华,玉双路,2017,02,8999
11,成华,玉双路,2017,01,9031
0,高新区,全部,2017,12,15580
1,高新区,全部,2017,11,15132
2,高新区,全部,2017,10,14495
3,高新区,全部,2017,09,13883
4,高新区,全部,2017,08,13435
5,高新区,全部,2017,07,13610
6,高新区,全部,2017,06,13537
7,高新区,全部,2017,05,13177
8,高新区,全部,2017,04,12947
9,高新区,全部,2017,03,12421
10,高新区,全部,2017,02,11785
11,高新区,全部,2017,01,11700
0,高新区,大源,2017,12,21088
1,高新区,大源,2017,11,20563
2,高新区,大源,2017,10,19771
3,高新区,大源,2017,09,19317
4,高新区,大源,2017,08,19078
5,高新区,大源,2017,07,19018
6,高新区,大源,2017,06,18736
7,高新区,大源,2017,05,19339
8,高新区,大源,2017,04,19954
9,高新区,大源,2017,03,19133
10,高新区,大源,2017,02,18428
11,高新区,大源,2017,01,18322
0,高新区,芳草街,2017,12,12706
1,高新区,芳草街,2017,11,12204
2,高新区,芳草街,2017,10,11679
3,高新区,芳草街,2017,09,11158
4,高新区,芳草街,2017,08,10899
5,高新区,芳草街,2017,07,10775
6,高新区,芳草街,2017,06,10673
7,高新区,芳草街,2017,05,10141
8,高新区,芳草街,2017,04,9991
9,高新区,芳草街,2017,03,9956
10,高新区,芳草街,2017,02,9578
11,高新区,芳草街,2017,01,9508
0,高新区,高新,2017,12,22300
1,高新区,高新,2017,11,21642
2,高新区,高新,2017,10,20959
3,高新区,高新,2017,09,18946
4,高新区,高新,2017,08,18167
5,高新区,高新,2017,07,13018
6,高新区,高新,2017,06,18562
7,高新区,高新,2017,05,18494
8,高新区,高新,2017,04,17906
9,高新区,高新,2017,03,16932
10,高新区,高新,2017,02,16052
11,高新区,高新,2017,01,15744
0,高新区,高新,2017,12,22300
1,高新区,高新,2017,11,21642
2,高新区,高新,2017,10,20959
3,高新区,高新,2017,09,18946
4,高新区,高新,2017,08,18167
5,高新区,高新,2017,07,13018
6,高新区,高新,2017,06,18562
7,高新区,高新,2017,05,18494
8,高新区,高新,2017,04,17906
9,高新区,高新,2017,03,16932
10,高新区,高新,2017,02,16052
11,高新区,高新,2017,01,15744
0,高新区,金融城,2017,12,29483
1,高新区,金融城,2017,11,29460
2,高新区,金融城,2017,10,28834
3,高新区,金融城,2017,09,28108
4,高新区,金融城,2017,08,24972
5,高新区,金融城,2017,07,24243
6,高新区,金融城,2017,06,23734
7,高新区,金融城,2017,05,23340
8,高新区,金融城,2017,04,22513
9,高新区,金融城,2017,03,20538
10,高新区,金融城,2017,02,19091
11,高新区,金融城,2017,01,17335
0,高新区,金融城,2017,12,29483
1,高新区,金融城,2017,11,29460
2,高新区,金融城,2017,10,28834
3,高新区,金融城,2017,09,28108
4,高新区,金融城,2017,08,24972
5,高新区,金融城,2017,07,24243
6,高新区,金融城,2017,06,23734
7,高新区,金融城,2017,05,23340
8,高新区,金融城,2017,04,22513
9,高新区,金融城,2017,03,20538
10,高新区,金融城,2017,02,19091
11,高新区,金融城,2017,01,17335
0,高新区,南延线,2017,12,17448
1,高新区,南延线,2017,11,16781
2,高新区,南延线,2017,10,15824
3,高新区,南延线,2017,09,15018
4,高新区,南延线,2017,08,14379
5,高新区,南延线,2017,07,14601
6,高新区,南延线,2017,06,14921
7,高新区,南延线,2017,05,14715
8,高新区,南延线,2017,04,14446
9,高新区,南延线,2017,03,13721
10,高新区,南延线,2017,02,13344
11,高新区,南延线,2017,01,13155
0,高新区,南延线,2017,12,17448
1,高新区,南延线,2017,11,16781
2,高新区,南延线,2017,10,15824
3,高新区,南延线,2017,09,15018
4,高新区,南延线,2017,08,14379
5,高新区,南延线,2017,07,14601
6,高新区,南延线,2017,06,14921
7,高新区,南延线,2017,05,14715
8,高新区,南延线,2017,04,14446
9,高新区,南延线,2017,03,13721
10,高新区,南延线,2017,02,13344
11,高新区,南延线,2017,01,13155
0,高新区,世纪城,2017,12,18895
1,高新区,世纪城,2017,11,17486
2,高新区,世纪城,2017,10,16200
3,高新区,世纪城,2017,09,15745
4,高新区,世纪城,2017,08,15146
5,高新区,世纪城,2017,07,15832
6,高新区,世纪城,2017,06,14647
7,高新区,世纪城,2017,05,14303
8,高新区,世纪城,2017,04,14818
9,高新区,世纪城,2017,03,14437
10,高新区,世纪城,2017,02,13110
11,高新区,世纪城,2017,01,12769
0,高新区,世纪城,2017,12,18895
1,高新区,世纪城,2017,11,17486
2,高新区,世纪城,2017,10,16200
3,高新区,世纪城,2017,09,15745
4,高新区,世纪城,2017,08,15146
5,高新区,世纪城,2017,07,15832
6,高新区,世纪城,2017,06,14647
7,高新区,世纪城,2017,05,14303
8,高新区,世纪城,2017,04,14818
9,高新区,世纪城,2017,03,14437
10,高新区,世纪城,2017,02,13110
11,高新区,世纪城,2017,01,12769
0,高新区,石羊场,2017,12,9387
1,高新区,石羊场,2017,11,13973
2,高新区,石羊场,2017,10,9408
3,高新区,石羊场,2017,09,9387
4,高新区,石羊场,2017,08,9387
5,高新区,石羊场,2017,07,8633
6,高新区,石羊场,2017,06,8730
7,高新区,石羊场,2017,05,8730
8,高新区,石羊场,2017,04,9894
9,高新区,石羊场,2017,03,10847
10,高新区,石羊场,2017,02,11385
11,高新区,石羊场,2017,01,11186
0,高新区,石羊场,2017,12,9387
1,高新区,石羊场,2017,11,13973
2,高新区,石羊场,2017,10,9408
3,高新区,石羊场,2017,09,9387
4,高新区,石羊场,2017,08,9387
5,高新区,石羊场,2017,07,8633
6,高新区,石羊场,2017,06,8730
7,高新区,石羊场,2017,05,8730
8,高新区,石羊场,2017,04,9894
9,高新区,石羊场,2017,03,10847
10,高新区,石羊场,2017,02,11385
11,高新区,石羊场,2017,01,11186
0,高新区,神仙树,2017,12,9156
1,高新区,神仙树,2017,11,9156
2,高新区,神仙树,2017,10,9134
3,高新区,神仙树,2017,09,8709
4,高新区,神仙树,2017,08,8886
5,高新区,神仙树,2017,07,9921
6,高新区,神仙树,2017,06,10217
7,高新区,神仙树,2017,05,10082
8,高新区,神仙树,2017,04,9937
9,高新区,神仙树,2017,03,9616
10,高新区,神仙树,2017,02,9573
11,高新区,神仙树,2017,01,9640
0,高新区,神仙树,2017,12,9156
1,高新区,神仙树,2017,11,9156
2,高新区,神仙树,2017,10,9134
3,高新区,神仙树,2017,09,8709
4,高新区,神仙树,2017,08,8886
5,高新区,神仙树,2017,07,9921
6,高新区,神仙树,2017,06,10217
7,高新区,神仙树,2017,05,10082
8,高新区,神仙树,2017,04,9937
9,高新区,神仙树,2017,03,9616
10,高新区,神仙树,2017,02,9573
11,高新区,神仙树,2017,01,9640
0,高新区,天府长城,2017,12,20080
1,高新区,天府长城,2017,11,19878
2,高新区,天府长城,2017,10,19567
